城市	日期	污染指数	首要污染物	空气质量级别	空气质量状况	年	月	日 
兰州	2004-2-7	128	可吸入颗粒物	Ⅲ1	轻微污染	2004	2	8
兰州	2004-2-8	146	可吸入颗粒物	Ⅲ1	轻微污染	2004	2	9
兰州	2004-2-9	157	可吸入颗粒物	Ⅲ2	轻度污染	2004	2	10
兰州	2004-2-10	117	可吸入颗粒物	Ⅲ1	轻微污染	2004	2	11
兰州	2004-2-11	91	可吸入颗粒物	Ⅱ	良	2004	2	12
兰州	2004-2-12	92	二氧化硫	Ⅱ	良	2004	2	13
兰州	2004-2-13	121	可吸入颗粒物	Ⅲ1	轻微污染	2004	2	14
兰州	2004-2-14	120	可吸入颗粒物	Ⅲ1	轻微污染	2004	2	15
兰州	2004-2-15	119	可吸入颗粒物	Ⅲ1	轻微污染	2004	2	16
兰州	2004-2-16	137	可吸入颗粒物	Ⅲ1	轻微污染	2004	2	17
兰州	2004-2-17	151	可吸入颗粒物	Ⅲ2	轻度污染	2004	2	18
兰州	2004-2-18	128	可吸入颗粒物	Ⅲ1	轻微污染	2004	2	19
兰州	2004-2-19	176	可吸入颗粒物	Ⅲ2	轻度污染	2004	2	20
兰州	2004-2-20	175	可吸入颗粒物	Ⅲ2	轻度污染	2004	2	21
兰州	2004-2-21	91	可吸入颗粒物	Ⅱ	良	2004	2	22
兰州	2004-2-22	99	可吸入颗粒物	Ⅱ	良	2004	2	23
兰州	2004-2-23	92	可吸入颗粒物	Ⅱ	良	2004	2	24
兰州	2004-2-24	98	可吸入颗粒物	Ⅱ	良	2004	2	25
兰州	2004-2-25	184	可吸入颗粒物	Ⅲ2	轻度污染	2004	2	26
兰州	2004-2-26	298	可吸入颗粒物	Ⅳ2	中度重污染	2004	2	27
兰州	2004-2-27	154	可吸入颗粒物	Ⅲ2	轻度污染	2004	2	28
兰州	2004-2-28	174	可吸入颗粒物	Ⅲ2	轻度污染	2004	2	29
兰州	2004-2-29	114	可吸入颗粒物	Ⅲ1	轻微污染	2004	3	1
兰州	2004-3-1	63	可吸入颗粒物	Ⅱ	良	2004	3	2
兰州	2004-3-2	52	可吸入颗粒物	Ⅱ	良	2004	3	3
兰州	2004-3-3	175	可吸入颗粒物	Ⅲ2	轻度污染	2004	3	4
兰州	2004-3-4	178	可吸入颗粒物	Ⅲ2	轻度污染	2004	3	5
兰州	2004-3-5	411	可吸入颗粒物	Ⅴ	重污染	2004	3	6
兰州	2004-3-6	128	可吸入颗粒物	Ⅲ1	轻微污染	2004	3	7
兰州	2004-3-7	122	可吸入颗粒物	Ⅲ1	轻微污染	2004	3	8
兰州	2004-3-8	161	可吸入颗粒物	Ⅲ2	轻度污染	2004	3	9
兰州	2004-3-9	158	可吸入颗粒物	Ⅲ2	轻度污染	2004	3	10
兰州	2004-3-10	500	可吸入颗粒物	Ⅴ	重污染	2004	3	11
兰州	2004-3-11	118	可吸入颗粒物	Ⅲ1	轻微污染	2004	3	12
兰州	2004-3-12	125	可吸入颗粒物	Ⅲ1	轻微污染	2004	3	13
兰州	2004-3-13	166	可吸入颗粒物	Ⅲ2	轻度污染	2004	3	14
兰州	2004-3-14	179	可吸入颗粒物	Ⅲ2	轻度污染	2004	3	15
兰州	2004-3-15	170	可吸入颗粒物	Ⅲ2	轻度污染	2004	3	16
兰州	2004-3-16	123	可吸入颗粒物	Ⅲ1	轻微污染	2004	3	17
兰州	2004-3-17	170	可吸入颗粒物	Ⅲ2	轻度污染	2004	3	18
兰州	2004-3-18	215	可吸入颗粒物	Ⅳ1	中度污染	2004	3	19
兰州	2004-3-19	127	可吸入颗粒物	Ⅲ1	轻微污染	2004	3	20
兰州	2004-3-20	105	可吸入颗粒物	Ⅲ1	轻微污染	2004	3	21
兰州	2004-3-21	71	可吸入颗粒物	Ⅱ	良	2004	3	22
兰州	2004-3-22	119	可吸入颗粒物	Ⅲ1	轻微污染	2004	3	23
兰州	2004-3-23	104	可吸入颗粒物	Ⅲ1	轻微污染	2004	3	24
兰州	2004-3-24	82	可吸入颗粒物	Ⅱ	良	2004	3	25
兰州	2004-3-25	105	可吸入颗粒物	Ⅲ1	轻微污染	2004	3	26
兰州	2004-3-26	104	可吸入颗粒物	Ⅲ1	轻微污染	2004	3	27
兰州	2004-3-27	106	可吸入颗粒物	Ⅲ1	轻微污染	2004	3	28
兰州	2004-3-28	198	可吸入颗粒物	Ⅲ2	轻度污染	2004	3	29
兰州	2004-3-29	158	可吸入颗粒物	Ⅲ2	轻度污染	2004	3	30
兰州	2004-3-30	99	可吸入颗粒物	Ⅱ	良	2004	3	31
兰州	2004-3-31	119	可吸入颗粒物	Ⅲ1	轻微污染	2004	4	1
兰州	2004-4-1	108	可吸入颗粒物	Ⅲ1	轻微污染	2004	4	2
兰州	2004-4-2	164	可吸入颗粒物	Ⅲ2	轻度污染	2004	4	3
兰州	2004-4-3	124	可吸入颗粒物	Ⅲ1	轻微污染	2004	4	4
兰州	2004-4-4	115	可吸入颗粒物	Ⅲ1	轻微污染	2004	4	5
兰州	2004-4-5	289	可吸入颗粒物	Ⅳ2	中度重污染	2004	4	6
兰州	2004-4-6	101	可吸入颗粒物	Ⅲ1	轻微污染	2004	4	7
兰州	2004-4-7	76	可吸入颗粒物	Ⅱ	良	2004	4	8
兰州	2004-4-8	115	可吸入颗粒物	Ⅲ1	轻微污染	2004	4	9
兰州	2004-4-9	123	可吸入颗粒物	Ⅲ1	轻微污染	2004	4	10
兰州	2004-4-10	119	可吸入颗粒物	Ⅲ1	轻微污染	2004	4	11
兰州	2004-4-11	124	可吸入颗粒物	Ⅲ1	轻微污染	2004	4	12
兰州	2004-4-12	81	可吸入颗粒物	Ⅱ	良	2004	4	13
兰州	2004-4-13	55	二氧化硫	Ⅱ	良	2004	4	14
兰州	2004-4-14	62	可吸入颗粒物	Ⅱ	良	2004	4	15
兰州	2004-4-15	90	可吸入颗粒物	Ⅱ	良	2004	4	16
兰州	2004-4-16	116	可吸入颗粒物	Ⅲ1	轻微污染	2004	4	17
兰州	2004-4-17	107	可吸入颗粒物	Ⅲ1	轻微污染	2004	4	18
兰州	2004-4-18	113	可吸入颗粒物	Ⅲ1	轻微污染	2004	4	19
兰州	2004-4-19	123	可吸入颗粒物	Ⅲ1	轻微污染	2004	4	20
兰州	2004-4-20	130	可吸入颗粒物	Ⅲ1	轻微污染	2004	4	21
兰州	2004-4-21	143	可吸入颗粒物	Ⅲ1	轻微污染	2004	4	22
兰州	2004-4-22	154	可吸入颗粒物	Ⅲ2	轻度污染	2004	4	23
兰州	2004-4-23	132	可吸入颗粒物	Ⅲ1	轻微污染	2004	4	24
兰州	2004-4-24	95	可吸入颗粒物	Ⅱ	良	2004	4	25
兰州	2004-4-25	90	可吸入颗粒物	Ⅱ	良	2004	4	26
兰州	2004-4-26	80	可吸入颗粒物	Ⅱ	良	2004	4	27
兰州	2004-4-27	116	可吸入颗粒物	Ⅲ1	轻微污染	2004	4	28
兰州	2004-4-28	92	可吸入颗粒物	Ⅱ	良	2004	4	29
兰州	2004-4-29	252	可吸入颗粒物	Ⅳ2	中度重污染	2004	4	30
兰州	2004-4-30	134	可吸入颗粒物	Ⅲ1	轻微污染	2004	5	1
兰州	2004-5-1	124	可吸入颗粒物	Ⅲ1	轻微污染	2004	5	2
兰州	2004-5-2	92	可吸入颗粒物	Ⅱ	良	2004	5	3
兰州	2004-5-3	52	可吸入颗粒物	Ⅱ	良	2004	5	4
兰州	2004-5-4	94	可吸入颗粒物	Ⅱ	良	2004	5	5
兰州	2004-5-5	98	可吸入颗粒物	Ⅱ	良	2004	5	6
兰州	2004-5-6	90	可吸入颗粒物	Ⅱ	良	2004	5	7
兰州	2004-5-7	72	可吸入颗粒物	Ⅱ	良	2004	5	8
兰州	2004-5-8	105	可吸入颗粒物	Ⅲ1	轻微污染	2004	5	9
兰州	2004-5-9	114	可吸入颗粒物	Ⅲ1	轻微污染	2004	5	10
兰州	2004-5-10	145	可吸入颗粒物	Ⅲ1	轻微污染	2004	5	11
兰州	2004-5-11	85	可吸入颗粒物	Ⅱ	良	2004	5	12
兰州	2004-5-12	92	可吸入颗粒物	Ⅱ	良	2004	5	13
兰州	2004-5-13	118	可吸入颗粒物	Ⅲ1	轻微污染	2004	5	14
兰州	2004-5-14	106	可吸入颗粒物	Ⅲ1	轻微污染	2004	5	15
兰州	2004-5-15	61	可吸入颗粒物	Ⅱ	良	2004	5	16
兰州	2004-5-16	97	可吸入颗粒物	Ⅱ	良	2004	5	17
兰州	2004-5-17	104	可吸入颗粒物	Ⅲ1	轻微污染	2004	5	18
兰州	2004-5-18	162	可吸入颗粒物	Ⅲ2	轻度污染	2004	5	19
兰州	2004-5-19	81	可吸入颗粒物	Ⅱ	良	2004	5	20
兰州	2004-5-20	86	可吸入颗粒物	Ⅱ	良	2004	5	21
兰州	2004-5-21	81	可吸入颗粒物	Ⅱ	良	2004	5	22
兰州	2004-5-22	74	可吸入颗粒物	Ⅱ	良	2004	5	23
兰州	2004-5-23	87	可吸入颗粒物	Ⅱ	良	2004	5	24
兰州	2004-5-24	112	可吸入颗粒物	Ⅲ1	轻微污染	2004	5	25
兰州	2004-5-25	72	可吸入颗粒物	Ⅱ	良	2004	5	26
兰州	2004-5-26	65	可吸入颗粒物	Ⅱ	良	2004	5	27
兰州	2004-5-27	80	可吸入颗粒物	Ⅱ	良	2004	5	28
兰州	2004-5-28	92	可吸入颗粒物	Ⅱ	良	2004	5	29
兰州	2004-5-29	89	可吸入颗粒物	Ⅱ	良	2004	5	30
兰州	2004-5-30	68	可吸入颗粒物	Ⅱ	良	2004	5	31
兰州	2004-5-31	86	可吸入颗粒物	Ⅱ	良	2004	6	1
兰州	2004-6-1	69	可吸入颗粒物	Ⅱ	良	2004	6	2
兰州	2004-6-2	72	可吸入颗粒物	Ⅱ	良	2004	6	3
兰州	2004-6-3	100	可吸入颗粒物	Ⅱ	良	2004	6	4
兰州	2004-6-4	51	可吸入颗粒物	Ⅱ	良	2004	6	5
兰州	2004-6-5	57	二氧化硫	Ⅱ	良	2004	6	6
兰州	2004-6-6	64	可吸入颗粒物	Ⅱ	良	2004	6	7
兰州	2004-6-7	99	可吸入颗粒物	Ⅱ	良	2004	6	8
兰州	2004-6-8	70	可吸入颗粒物	Ⅱ	良	2004	6	9
兰州	2004-6-9	69	可吸入颗粒物	Ⅱ	良	2004	6	10
兰州	2004-6-10	67	可吸入颗粒物	Ⅱ	良	2004	6	11
兰州	2004-6-11	83	可吸入颗粒物	Ⅱ	良	2004	6	12
兰州	2004-6-12	91	可吸入颗粒物	Ⅱ	良	2004	6	13
兰州	2004-6-13	79	可吸入颗粒物	Ⅱ	良	2004	6	14
兰州	2004-6-14	103	可吸入颗粒物	Ⅲ1	轻微污染	2004	6	15
兰州	2004-6-15	83	可吸入颗粒物	Ⅱ	良	2004	6	16
兰州	2004-6-16	86	可吸入颗粒物	Ⅱ	良	2004	6	17
兰州	2004-6-17	85	可吸入颗粒物	Ⅱ	良	2004	6	18
兰州	2004-6-18	119	可吸入颗粒物	Ⅲ1	轻微污染	2004	6	19
兰州	2004-6-19	96	可吸入颗粒物	Ⅱ	良	2004	6	20
兰州	2004-6-20	82	可吸入颗粒物	Ⅱ	良	2004	6	21
兰州	2004-6-21	82	可吸入颗粒物	Ⅱ	良	2004	6	22
兰州	2004-6-22	99	可吸入颗粒物	Ⅱ	良	2004	6	23
兰州	2004-6-23	76	可吸入颗粒物	Ⅱ	良	2004	6	24
兰州	2004-6-24	95	可吸入颗粒物	Ⅱ	良	2004	6	25
兰州	2004-6-25	112	可吸入颗粒物	Ⅲ1	轻微污染	2004	6	26
兰州	2004-6-26	86	可吸入颗粒物	Ⅱ	良	2004	6	27
兰州	2004-6-27	82	可吸入颗粒物	Ⅱ	良	2004	6	28
兰州	2004-6-28	107	可吸入颗粒物	Ⅲ1	轻微污染	2004	6	29
兰州	2004-6-29	116	可吸入颗粒物	Ⅲ1	轻微污染	2004	6	30
兰州	2004-6-30	63	可吸入颗粒物	Ⅱ	良	2004	7	1
兰州	2004-7-1	101	可吸入颗粒物	Ⅲ1	轻微污染	2004	7	2
兰州	2004-7-2	75	可吸入颗粒物	Ⅱ	良	2004	7	3
兰州	2004-7-3	92	可吸入颗粒物	Ⅱ	良	2004	7	4
兰州	2004-7-4	100	可吸入颗粒物	Ⅱ	良	2004	7	5
兰州	2004-7-5	80	可吸入颗粒物	Ⅱ	良	2004	7	6
兰州	2004-7-6	108	可吸入颗粒物	Ⅲ1	轻微污染	2004	7	7
兰州	2004-7-7	113	可吸入颗粒物	Ⅲ1	轻微污染	2004	7	8
兰州	2004-7-8	90	可吸入颗粒物	Ⅱ	良	2004	7	9
兰州	2004-7-9	52	可吸入颗粒物	Ⅱ	良	2004	7	10
兰州	2004-7-10	69	可吸入颗粒物	Ⅱ	良	2004	7	11
兰州	2004-7-11	86	可吸入颗粒物	Ⅱ	良	2004	7	12
兰州	2004-7-12	81	可吸入颗粒物	Ⅱ	良	2004	7	13
兰州	2004-7-13	90	可吸入颗粒物	Ⅱ	良	2004	7	14
兰州	2004-7-14	73	可吸入颗粒物	Ⅱ	良	2004	7	15
兰州	2004-7-15	78	可吸入颗粒物	Ⅱ	良	2004	7	16
兰州	2004-7-16	64	可吸入颗粒物	Ⅱ	良	2004	7	17
兰州	2004-7-17	87	可吸入颗粒物	Ⅱ	良	2004	7	18
兰州	2004-7-18	85	可吸入颗粒物	Ⅱ	良	2004	7	19
兰州	2004-7-19	87	可吸入颗粒物	Ⅱ	良	2004	7	20
兰州	2004-7-20	98	可吸入颗粒物	Ⅱ	良	2004	7	21
兰州	2004-7-21	72	可吸入颗粒物	Ⅱ	良	2004	7	22
兰州	2004-7-22	68	可吸入颗粒物	Ⅱ	良	2004	7	23
兰州	2004-7-23	64	可吸入颗粒物	Ⅱ	良	2004	7	24
兰州	2004-7-24	60	可吸入颗粒物	Ⅱ	良	2004	7	25
兰州	2004-7-25	65	可吸入颗粒物	Ⅱ	良	2004	7	26
兰州	2004-7-26	74	可吸入颗粒物	Ⅱ	良	2004	7	27
兰州	2004-7-27	88	可吸入颗粒物	Ⅱ	良	2004	7	28
兰州	2004-7-28	55	可吸入颗粒物	Ⅱ	良	2004	7	29
兰州	2004-7-29	60	可吸入颗粒物	Ⅱ	良	2004	7	30
兰州	2004-7-30	83	可吸入颗粒物	Ⅱ	良	2004	7	31
兰州	2004-7-31	65	可吸入颗粒物	Ⅱ	良	2004	8	1
兰州	2004-8-1	65	可吸入颗粒物	Ⅱ	良	2004	8	2
兰州	2004-8-2	70	可吸入颗粒物	Ⅱ	良	2004	8	3
兰州	2004-8-3	79	可吸入颗粒物	Ⅱ	良	2004	8	4
兰州	2004-8-4	95	可吸入颗粒物	Ⅱ	良	2004	8	5
兰州	2004-8-5	71	可吸入颗粒物	Ⅱ	良	2004	8	6
兰州	2004-8-6	85	可吸入颗粒物	Ⅱ	良	2004	8	7
兰州	2004-8-7	73	可吸入颗粒物	Ⅱ	良	2004	8	8
兰州	2004-8-8	83	可吸入颗粒物	Ⅱ	良	2004	8	9
兰州	2004-8-9	94	可吸入颗粒物	Ⅱ	良	2004	8	10
兰州	2004-8-10	116	可吸入颗粒物	Ⅲ1	轻微污染	2004	8	11
兰州	2004-8-11	99	可吸入颗粒物	Ⅱ	良	2004	8	12
兰州	2004-8-12	32	--	Ⅰ	优	2004	8	13
兰州	2004-8-13	57	可吸入颗粒物	Ⅱ	良	2004	8	14
兰州	2004-8-14	41	--	Ⅰ	优	2004	8	15
兰州	2004-8-15	69	可吸入颗粒物	Ⅱ	良	2004	8	16
兰州	2004-8-16	89	可吸入颗粒物	Ⅱ	良	2004	8	17
兰州	2004-8-17	85	可吸入颗粒物	Ⅱ	良	2004	8	18
兰州	2004-8-18	97	可吸入颗粒物	Ⅱ	良	2004	8	19
兰州	2004-8-19	72	可吸入颗粒物	Ⅱ	良	2004	8	20
兰州	2004-8-20	80	可吸入颗粒物	Ⅱ	良	2004	8	21
兰州	2004-8-21	82	可吸入颗粒物	Ⅱ	良	2004	8	22
兰州	2004-8-22	93	可吸入颗粒物	Ⅱ	良	2004	8	23
兰州	2004-8-23	69	可吸入颗粒物	Ⅱ	良	2004	8	24
兰州	2004-8-24	60	可吸入颗粒物	Ⅱ	良	2004	8	25
兰州	2004-8-25	73	可吸入颗粒物	Ⅱ	良	2004	8	26
兰州	2004-8-26	82	可吸入颗粒物	Ⅱ	良	2004	8	27
兰州	2004-8-27	59	可吸入颗粒物	Ⅱ	良	2004	8	28
兰州	2004-8-28	59	可吸入颗粒物	Ⅱ	良	2004	8	29
兰州	2004-8-29	98	可吸入颗粒物	Ⅱ	良	2004	8	30
兰州	2004-8-30	106	可吸入颗粒物	Ⅲ1	轻微污染	2004	8	31
兰州	2004-8-31	100	可吸入颗粒物	Ⅱ	良	2004	9	1
兰州	2004-9-1	102	可吸入颗粒物	Ⅲ1	轻微污染	2004	9	2
兰州	2004-9-2	76	可吸入颗粒物	Ⅱ	良	2004	9	3
兰州	2004-9-3	88	可吸入颗粒物	Ⅱ	良	2004	9	4
兰州	2004-9-4	102	可吸入颗粒物	Ⅲ1	轻微污染	2004	9	5
兰州	2004-9-5	99	可吸入颗粒物	Ⅱ	良	2004	9	6
兰州	2004-9-6	72	可吸入颗粒物	Ⅱ	良	2004	9	7
兰州	2004-9-7	94	可吸入颗粒物	Ⅱ	良	2004	9	8
兰州	2004-9-8	69	可吸入颗粒物	Ⅱ	良	2004	9	9
兰州	2004-9-9	97	可吸入颗粒物	Ⅱ	良	2004	9	10
兰州	2004-9-10	84	可吸入颗粒物	Ⅱ	良	2004	9	11
兰州	2004-9-11	75	可吸入颗粒物	Ⅱ	良	2004	9	12
兰州	2004-9-12	71	可吸入颗粒物	Ⅱ	良	2004	9	13
兰州	2004-9-13	75	可吸入颗粒物	Ⅱ	良	2004	9	14
兰州	2004-9-14	106	可吸入颗粒物	Ⅲ1	轻微污染	2004	9	15
兰州	2004-9-15	121	可吸入颗粒物	Ⅲ1	轻微污染	2004	9	16
兰州	2004-9-16	114	可吸入颗粒物	Ⅲ1	轻微污染	2004	9	17
兰州	2004-9-17	73	可吸入颗粒物	Ⅱ	良	2004	9	18
兰州	2004-9-18	88	可吸入颗粒物	Ⅱ	良	2004	9	19
兰州	2004-9-19	74	可吸入颗粒物	Ⅱ	良	2004	9	20
兰州	2004-9-20	66	可吸入颗粒物	Ⅱ	良	2004	9	21
兰州	2004-9-21	83	可吸入颗粒物	Ⅱ	良	2004	9	22
兰州	2004-9-22	151	可吸入颗粒物	Ⅲ2	轻度污染	2004	9	23
兰州	2004-9-23	65	可吸入颗粒物	Ⅱ	良	2004	9	24
兰州	2004-9-24	69	可吸入颗粒物	Ⅱ	良	2004	9	25
兰州	2004-9-25	97	可吸入颗粒物	Ⅱ	良	2004	9	26
兰州	2004-9-26	92	可吸入颗粒物	Ⅱ	良	2004	9	27
兰州	2004-9-27	67	可吸入颗粒物	Ⅱ	良	2004	9	28
兰州	2004-9-28	95	可吸入颗粒物	Ⅱ	良	2004	9	29
兰州	2004-9-29	85	可吸入颗粒物	Ⅱ	良	2004	9	30
兰州	2004-9-30	89	可吸入颗粒物	Ⅱ	良	2004	10	1
兰州	2004-10-1	76	可吸入颗粒物	Ⅱ	良	2004	10	2
兰州	2004-10-2	78	可吸入颗粒物	Ⅱ	良	2004	10	3
兰州	2004-10-3	88	可吸入颗粒物	Ⅱ	良	2004	10	4
兰州	2004-10-4	81	可吸入颗粒物	Ⅱ	良	2004	10	5
兰州	2004-10-5	84	可吸入颗粒物	Ⅱ	良	2004	10	6
兰州	2004-10-6	96	可吸入颗粒物	Ⅱ	良	2004	10	7
兰州	2004-10-7	96	可吸入颗粒物	Ⅱ	良	2004	10	8
兰州	2004-10-8	137	可吸入颗粒物	Ⅲ1	轻微污染	2004	10	9
兰州	2004-10-9	112	可吸入颗粒物	Ⅲ1	轻微污染	2004	10	10
兰州	2004-10-10	125	可吸入颗粒物	Ⅲ1	轻微污染	2004	10	11
兰州	2004-10-11	80	可吸入颗粒物	Ⅱ	良	2004	10	12
兰州	2004-10-12	113	可吸入颗粒物	Ⅲ1	轻微污染	2004	10	13
兰州	2004-10-13	109	可吸入颗粒物	Ⅲ1	轻微污染	2004	10	14
兰州	2004-10-14	59	可吸入颗粒物	Ⅱ	良	2004	10	15
兰州	2004-10-15	68	可吸入颗粒物	Ⅱ	良	2004	10	16
兰州	2004-10-16	55	可吸入颗粒物	Ⅱ	良	2004	10	17
兰州	2004-10-17	79	可吸入颗粒物	Ⅱ	良	2004	10	18
兰州	2004-10-18	136	可吸入颗粒物	Ⅲ1	轻微污染	2004	10	19
兰州	2004-10-19	69	可吸入颗粒物	Ⅱ	良	2004	10	20
兰州	2004-10-20	74	可吸入颗粒物	Ⅱ	良	2004	10	21
兰州	2004-10-21	44	--	Ⅰ	优	2004	10	22
兰州	2004-10-22	68	可吸入颗粒物	Ⅱ	良	2004	10	23
兰州	2004-10-23	83	可吸入颗粒物	Ⅱ	良	2004	10	24
兰州	2004-10-24	92	可吸入颗粒物	Ⅱ	良	2004	10	25
兰州	2004-10-25	83	可吸入颗粒物	Ⅱ	良	2004	10	26
兰州	2004-10-26	74	可吸入颗粒物	Ⅱ	良	2004	10	27
兰州	2004-10-27	95	可吸入颗粒物	Ⅱ	良	2004	10	28
兰州	2004-10-28	69	可吸入颗粒物	Ⅱ	良	2004	10	29
兰州	2004-10-29	77	二氧化硫	Ⅱ	良	2004	10	30
兰州	2004-10-30	88	二氧化硫	Ⅱ	良	2004	10	31
兰州	2004-10-31	86	二氧化硫	Ⅱ	良	2004	11	1
兰州	2004-11-1	89	可吸入颗粒物	Ⅱ	良	2004	11	2
兰州	2004-11-2	129	可吸入颗粒物	Ⅲ1	轻微污染	2004	11	3
兰州	2004-11-3	138	可吸入颗粒物	Ⅲ1	轻微污染	2004	11	4
兰州	2004-11-4	112	可吸入颗粒物	Ⅲ1	轻微污染	2004	11	5
兰州	2004-11-5	89	可吸入颗粒物	Ⅱ	良	2004	11	6
兰州	2004-11-6	148	可吸入颗粒物	Ⅲ1	轻微污染	2004	11	7
兰州	2004-11-7	151	可吸入颗粒物	Ⅲ2	轻度污染	2004	11	8
兰州	2004-11-8	144	可吸入颗粒物	Ⅲ1	轻微污染	2004	11	9
兰州	2004-11-9	161	可吸入颗粒物	Ⅲ2	轻度污染	2004	11	10
兰州	2004-11-10	79	可吸入颗粒物	Ⅱ	良	2004	11	11
兰州	2004-11-11	94	可吸入颗粒物	Ⅱ	良	2004	11	12
兰州	2004-11-12	79	二氧化硫	Ⅱ	良	2004	11	13
兰州	2004-11-13	81	可吸入颗粒物	Ⅱ	良	2004	11	14
兰州	2004-11-14	86	可吸入颗粒物	Ⅱ	良	2004	11	15
兰州	2004-11-15	84	二氧化硫	Ⅱ	良	2004	11	16
兰州	2004-11-16	88	二氧化硫	Ⅱ	良	2004	11	17
兰州	2004-11-17	96	可吸入颗粒物	Ⅱ	良	2004	11	18
兰州	2004-11-18	138	可吸入颗粒物	Ⅲ1	轻微污染	2004	11	19
兰州	2004-11-19	151	可吸入颗粒物	Ⅲ2	轻度污染	2004	11	20
兰州	2004-11-20	122	可吸入颗粒物	Ⅲ1	轻微污染	2004	11	21
兰州	2004-11-21	138	可吸入颗粒物	Ⅲ1	轻微污染	2004	11	22
兰州	2004-11-22	122	可吸入颗粒物	Ⅲ1	轻微污染	2004	11	23
兰州	2004-11-23	72	可吸入颗粒物	Ⅱ	良	2004	11	24
兰州	2004-11-24	98	可吸入颗粒物	Ⅱ	良	2004	11	25
兰州	2004-11-25	48	--	Ⅰ	优	2004	11	26
兰州	2004-11-26	155	可吸入颗粒物	Ⅲ2	轻度污染	2004	11	27
兰州	2004-11-27	236	可吸入颗粒物	Ⅳ1	中度污染	2004	11	28
兰州	2004-11-28	500	可吸入颗粒物	Ⅴ	重污染	2004	11	29
兰州	2004-11-29	500	可吸入颗粒物	Ⅴ	重污染	2004	11	30
兰州	2004-11-30	500	可吸入颗粒物	Ⅴ	重污染	2004	12	1
兰州	2004-12-1	487	可吸入颗粒物	Ⅴ	重污染	2004	12	2
兰州	2004-12-2	220	可吸入颗粒物	Ⅳ1	中度污染	2004	12	3
兰州	2004-12-3	117	可吸入颗粒物	Ⅲ1	轻微污染	2004	12	4
兰州	2004-12-4	134	可吸入颗粒物	Ⅲ1	轻微污染	2004	12	5
兰州	2004-12-5	183	可吸入颗粒物	Ⅲ2	轻度污染	2004	12	6
兰州	2004-12-6	137	可吸入颗粒物	Ⅲ1	轻微污染	2004	12	7
兰州	2004-12-7	170	可吸入颗粒物	Ⅲ2	轻度污染	2004	12	8
兰州	2004-12-8	249	可吸入颗粒物	Ⅳ1	中度污染	2004	12	9
兰州	2004-12-9	160	可吸入颗粒物	Ⅲ2	轻度污染	2004	12	10
兰州	2004-12-10	155	可吸入颗粒物	Ⅲ2	轻度污染	2004	12	11
兰州	2004-12-11	235	可吸入颗粒物	Ⅳ1	中度污染	2004	12	12
兰州	2004-12-12	178	可吸入颗粒物	Ⅲ2	轻度污染	2004	12	13
兰州	2004-12-13	184	可吸入颗粒物	Ⅲ2	轻度污染	2004	12	14
兰州	2004-12-14	246	可吸入颗粒物	Ⅳ1	中度污染	2004	12	15
兰州	2004-12-15	192	可吸入颗粒物	Ⅲ2	轻度污染	2004	12	16
兰州	2004-12-16	236	可吸入颗粒物	Ⅳ1	中度污染	2004	12	17
兰州	2004-12-17	126	可吸入颗粒物	Ⅲ1	轻微污染	2004	12	18
兰州	2004-12-18	139	可吸入颗粒物	Ⅲ1	轻微污染	2004	12	19
兰州	2004-12-19	146	可吸入颗粒物	Ⅲ1	轻微污染	2004	12	20
兰州	2004-12-20	118	可吸入颗粒物	Ⅲ1	轻微污染	2004	12	21
兰州	2004-12-21	146	可吸入颗粒物	Ⅲ1	轻微污染	2004	12	22
兰州	2004-12-22	178	可吸入颗粒物	Ⅲ2	轻度污染	2004	12	23
兰州	2004-12-23	169	可吸入颗粒物	Ⅲ2	轻度污染	2004	12	24
兰州	2004-12-24	144	可吸入颗粒物	Ⅲ1	轻微污染	2004	12	25
兰州	2004-12-25	101	可吸入颗粒物	Ⅲ1	轻微污染	2004	12	26
兰州	2004-12-26	71	可吸入颗粒物	Ⅱ	良	2004	12	27
兰州	2004-12-27	63	可吸入颗粒物	Ⅱ	良	2004	12	28
兰州	2004-12-28	116	可吸入颗粒物	Ⅲ1	轻微污染	2004	12	29
兰州	2004-12-29	100	可吸入颗粒物	Ⅱ	良	2004	12	30
兰州	2004-12-30	60	可吸入颗粒物	Ⅱ	良	2004	12	31
兰州	2004-12-31	114	可吸入颗粒物	Ⅲ1	轻微污染	2005	1	1
兰州	2005-1-1	190	可吸入颗粒物	Ⅲ2	轻度污染	2005	1	2
兰州	2005-1-2	215	可吸入颗粒物	Ⅳ1	中度污染	2005	1	3
兰州	2005-1-3	182	可吸入颗粒物	Ⅲ2	轻度污染	2005	1	4
兰州	2005-1-4	158	可吸入颗粒物	Ⅲ2	轻度污染	2005	1	5
兰州	2005-1-5	320	可吸入颗粒物	Ⅴ	重污染	2005	1	6
兰州	2005-1-6	266	可吸入颗粒物	Ⅳ2	中度重污染	2005	1	7
兰州	2005-1-7	96	可吸入颗粒物	Ⅱ	良	2005	1	8
兰州	2005-1-8	132	可吸入颗粒物	Ⅲ1	轻微污染	2005	1	9
兰州	2005-1-9	180	可吸入颗粒物	Ⅲ2	轻度污染	2005	1	10
兰州	2005-1-10	157	可吸入颗粒物	Ⅲ2	轻度污染	2005	1	11
兰州	2005-1-11	144	可吸入颗粒物	Ⅲ1	轻微污染	2005	1	12
兰州	2005-1-12	133	可吸入颗粒物	Ⅲ1	轻微污染	2005	1	13
