城市	日期	污染指数	首要污染物	空气质量级别	空气质量状况	年	月	日 
兰州	2005-1-13	95	可吸入颗粒物	Ⅱ	良	2005	1	14
兰州	2005-1-14	142	可吸入颗粒物	Ⅲ1	轻微污染	2005	1	15
兰州	2005-1-15	168	可吸入颗粒物	Ⅲ2	轻度污染	2005	1	16
兰州	2005-1-16	172	可吸入颗粒物	Ⅲ2	轻度污染	2005	1	17
兰州	2005-1-17	116	可吸入颗粒物	Ⅲ1	轻微污染	2005	1	18
兰州	2005-1-18	127	可吸入颗粒物	Ⅲ1	轻微污染	2005	1	19
兰州	2005-1-19	110	可吸入颗粒物	Ⅲ1	轻微污染	2005	1	20
兰州	2005-1-20	111	可吸入颗粒物	Ⅲ1	轻微污染	2005	1	21
兰州	2005-1-21	95	可吸入颗粒物	Ⅱ	良	2005	1	22
兰州	2005-1-22	98	可吸入颗粒物	Ⅱ	良	2005	1	23
兰州	2005-1-23	95	可吸入颗粒物	Ⅱ	良	2005	1	24
兰州	2005-1-24	136	可吸入颗粒物	Ⅲ1	轻微污染	2005	1	25
兰州	2005-1-25	119	可吸入颗粒物	Ⅲ1	轻微污染	2005	1	26
兰州	2005-1-26	121	可吸入颗粒物	Ⅲ1	轻微污染	2005	1	27
兰州	2005-1-27	116	可吸入颗粒物	Ⅲ1	轻微污染	2005	1	28
兰州	2005-1-28	169	可吸入颗粒物	Ⅲ2	轻度污染	2005	1	29
兰州	2005-1-29	92	可吸入颗粒物	Ⅱ	良	2005	1	30
兰州	2005-1-30	93	可吸入颗粒物	Ⅱ	良	2005	1	31
兰州	2005-1-31	126	可吸入颗粒物	Ⅲ1	轻微污染	2005	2	1
兰州	2005-2-1	96	二氧化硫	Ⅱ	良	2005	2	2
兰州	2005-2-2	95	可吸入颗粒物	Ⅱ	良	2005	2	3
兰州	2005-2-3	132	可吸入颗粒物	Ⅲ1	轻微污染	2005	2	4
兰州	2005-2-4	135	可吸入颗粒物	Ⅲ1	轻微污染	2005	2	5
兰州	2005-2-5	99	可吸入颗粒物	Ⅱ	良	2005	2	6
兰州	2005-2-6	144	可吸入颗粒物	Ⅲ1	轻微污染	2005	2	7
兰州	2005-2-7	83	可吸入颗粒物	Ⅱ	良	2005	2	8
兰州	2005-2-9	94	可吸入颗粒物	Ⅱ	良	2005	2	9
兰州	2005-2-10	104	可吸入颗粒物	Ⅲ1	轻微污染	2005	2	10
兰州	2005-2-11	83	二氧化硫	Ⅱ	良	2005	2	11
兰州	2005-2-12	89	可吸入颗粒物	Ⅱ	良	2005	2	12
兰州	2005-2-13	111	可吸入颗粒物	Ⅲ1	轻微污染	2005	2	13
兰州	2005-2-14	131	可吸入颗粒物	Ⅲ1	轻微污染	2005	2	14
兰州	2005-2-15	116	可吸入颗粒物	Ⅲ1	轻微污染	2005	2	15
兰州	2005-2-16	98	可吸入颗粒物	Ⅱ	良	2005	2	16
兰州	2005-2-17	65	二氧化硫	Ⅱ	良	2005	2	17
兰州	2005-2-18	46	--	Ⅰ	优	2005	2	18
兰州	2005-2-19	57	二氧化硫	Ⅱ	良	2005	2	19
兰州	2005-2-20	72	可吸入颗粒物	Ⅱ	良	2005	2	20
兰州	2005-2-21	100	可吸入颗粒物	Ⅱ	良	2005	2	21
兰州	2005-2-22	150	可吸入颗粒物	Ⅲ1	轻微污染	2005	2	22
兰州	2005-2-23	153	可吸入颗粒物	Ⅲ2	轻度污染	2005	2	23
兰州	2005-2-24	137	可吸入颗粒物	Ⅲ1	轻微污染	2005	2	24
兰州	2005-2-25	115	可吸入颗粒物	Ⅲ1	轻微污染	2005	2	25
兰州	2005-2-26	102	可吸入颗粒物	Ⅲ1	轻微污染	2005	2	26
兰州	2005-2-27	77	可吸入颗粒物	Ⅱ	良	2005	2	27
兰州	2005-2-28	135	可吸入颗粒物	Ⅲ1	轻微污染	2005	2	28
兰州	2005-3-1	139	可吸入颗粒物	Ⅲ1	轻微污染	2005	3	1
兰州	2005-3-2	73	可吸入颗粒物	Ⅱ	良	2005	3	2
兰州	2005-3-3	57	二氧化硫	Ⅱ	良	2005	3	3
兰州	2005-3-4	80	可吸入颗粒物	Ⅱ	良	2005	3	4
兰州	2005-3-5	86	可吸入颗粒物	Ⅱ	良	2005	3	5
兰州	2005-3-6	112	可吸入颗粒物	Ⅲ1	轻微污染	2005	3	6
兰州	2005-3-7	118	可吸入颗粒物	Ⅲ1	轻微污染	2005	3	7
兰州	2005-3-8	152	可吸入颗粒物	Ⅲ2	轻度污染	2005	3	8
兰州	2005-3-9	126	可吸入颗粒物	Ⅲ1	轻微污染	2005	3	9
兰州	2005-3-10	131	可吸入颗粒物	Ⅲ1	轻微污染	2005	3	10
兰州	2005-3-11	167	可吸入颗粒物	Ⅲ2	轻度污染	2005	3	11
兰州	2005-3-12	123	可吸入颗粒物	Ⅲ1	轻微污染	2005	3	12
兰州	2005-3-13	117	可吸入颗粒物	Ⅲ1	轻微污染	2005	3	13
兰州	2005-3-14	97	可吸入颗粒物	Ⅱ	良	2005	3	14
兰州	2005-3-15	72	可吸入颗粒物	Ⅱ	良	2005	3	15
兰州	2005-3-16	54	可吸入颗粒物	Ⅱ	良	2005	3	16
兰州	2005-3-17	62	可吸入颗粒物	Ⅱ	良	2005	3	17
兰州	2005-3-18	71	可吸入颗粒物	Ⅱ	良	2005	3	18
兰州	2005-3-19	96	可吸入颗粒物	Ⅱ	良	2005	3	19
兰州	2005-3-20	87	可吸入颗粒物	Ⅱ	良	2005	3	20
兰州	2005-3-21	62	可吸入颗粒物	Ⅱ	良	2005	3	21
兰州	2005-3-22	67	可吸入颗粒物	Ⅱ	良	2005	3	22
兰州	2005-3-23	72	可吸入颗粒物	Ⅱ	良	2005	3	23
兰州	2005-3-24	80	可吸入颗粒物	Ⅱ	良	2005	3	24
兰州	2005-3-25	88	可吸入颗粒物	Ⅱ	良	2005	3	25
兰州	2005-3-26	97	可吸入颗粒物	Ⅱ	良	2005	3	26
兰州	2005-3-27	101	可吸入颗粒物	Ⅲ1	轻微污染	2005	3	27
兰州	2005-3-28	77	可吸入颗粒物	Ⅱ	良	2005	3	28
兰州	2005-3-29	65	可吸入颗粒物	Ⅱ	良	2005	3	29
兰州	2005-3-30	60	可吸入颗粒物	Ⅱ	良	2005	3	30
兰州	2005-3-31	80	可吸入颗粒物	Ⅱ	良	2005	3	31
兰州	2005-4-1	89	可吸入颗粒物	Ⅱ	良	2005	4	1
兰州	2005-4-2	86	可吸入颗粒物	Ⅱ	良	2005	4	2
兰州	2005-4-3	101	可吸入颗粒物	Ⅲ1	轻微污染	2005	4	3
兰州	2005-4-4	104	可吸入颗粒物	Ⅲ1	轻微污染	2005	4	4
兰州	2005-4-5	108	可吸入颗粒物	Ⅲ1	轻微污染	2005	4	5
兰州	2005-4-6	114	可吸入颗粒物	Ⅲ1	轻微污染	2005	4	6
兰州	2005-4-7	275	可吸入颗粒物	Ⅳ2	中度重污染	2005	4	7
兰州	2005-4-8	500	可吸入颗粒物	Ⅴ	重污染	2005	4	8
兰州	2005-4-9	462	可吸入颗粒物	Ⅴ	重污染	2005	4	9
兰州	2005-4-10	99	可吸入颗粒物	Ⅱ	良	2005	4	10
兰州	2005-4-11	102	可吸入颗粒物	Ⅲ1	轻微污染	2005	4	11
兰州	2005-4-12	93	可吸入颗粒物	Ⅱ	良	2005	4	12
兰州	2005-4-13	121	可吸入颗粒物	Ⅲ1	轻微污染	2005	4	13
兰州	2005-4-14	105	可吸入颗粒物	Ⅲ1	轻微污染	2005	4	14
兰州	2005-4-15	110	可吸入颗粒物	Ⅲ1	轻微污染	2005	4	15
兰州	2005-4-16	90	可吸入颗粒物	Ⅱ	良	2005	4	16
兰州	2005-4-17	85	可吸入颗粒物	Ⅱ	良	2005	4	17
兰州	2005-4-18	100	可吸入颗粒物	Ⅱ	良	2005	4	18
兰州	2005-4-19	108	可吸入颗粒物	Ⅲ1	轻微污染	2005	4	19
兰州	2005-4-20	90	可吸入颗粒物	Ⅱ	良	2005	4	20
兰州	2005-4-21	120	可吸入颗粒物	Ⅲ1	轻微污染	2005	4	21
兰州	2005-4-22	99	可吸入颗粒物	Ⅱ	良	2005	4	22
兰州	2005-4-23	85	可吸入颗粒物	Ⅱ	良	2005	4	23
兰州	2005-4-24	87	可吸入颗粒物	Ⅱ	良	2005	4	24
兰州	2005-4-25	74	可吸入颗粒物	Ⅱ	良	2005	4	25
兰州	2005-4-26	74	可吸入颗粒物	Ⅱ	良	2005	4	26
兰州	2005-4-27	92	可吸入颗粒物	Ⅱ	良	2005	4	27
兰州	2005-4-28	105	可吸入颗粒物	Ⅲ1	轻微污染	2005	4	28
兰州	2005-4-29	89	可吸入颗粒物	Ⅱ	良	2005	4	29
兰州	2005-4-30	78	可吸入颗粒物	Ⅱ	良	2005	4	30
兰州	2005-5-1	113	可吸入颗粒物	Ⅲ1	轻微污染	2005	5	1
兰州	2005-5-2	91	可吸入颗粒物	Ⅱ	良	2005	5	2
兰州	2005-5-3	119	可吸入颗粒物	Ⅲ1	轻微污染	2005	5	3
兰州	2005-5-4	97	可吸入颗粒物	Ⅱ	良	2005	5	4
兰州	2005-5-5	252	可吸入颗粒物	Ⅳ2	中度重污染	2005	5	5
兰州	2005-5-6	80	可吸入颗粒物	Ⅱ	良	2005	5	6
兰州	2005-5-7	118	可吸入颗粒物	Ⅲ1	轻微污染	2005	5	7
兰州	2005-5-8	87	可吸入颗粒物	Ⅱ	良	2005	5	8
兰州	2005-5-9	103	可吸入颗粒物	Ⅲ1	轻微污染	2005	5	9
兰州	2005-5-10	69	可吸入颗粒物	Ⅱ	良	2005	5	10
兰州	2005-5-11	82	可吸入颗粒物	Ⅱ	良	2005	5	11
兰州	2005-5-12	78	可吸入颗粒物	Ⅱ	良	2005	5	12
兰州	2005-5-13	70	可吸入颗粒物	Ⅱ	良	2005	5	13
兰州	2005-5-14	66	可吸入颗粒物	Ⅱ	良	2005	5	14
兰州	2005-5-15	69	可吸入颗粒物	Ⅱ	良	2005	5	15
兰州	2005-5-16	62	可吸入颗粒物	Ⅱ	良	2005	5	16
兰州	2005-5-17	34	--	Ⅰ	优	2005	5	17
兰州	2005-5-18	27	--	Ⅰ	优	2005	5	18
兰州	2005-5-19	36	--	Ⅰ	优	2005	5	19
兰州	2005-5-20	68	可吸入颗粒物	Ⅱ	良	2005	5	20
兰州	2005-5-21	73	可吸入颗粒物	Ⅱ	良	2005	5	21
兰州	2005-5-22	69	可吸入颗粒物	Ⅱ	良	2005	5	22
兰州	2005-5-23	62	可吸入颗粒物	Ⅱ	良	2005	5	23
兰州	2005-5-24	99	可吸入颗粒物	Ⅱ	良	2005	5	24
兰州	2005-5-25	82	可吸入颗粒物	Ⅱ	良	2005	5	25
兰州	2005-5-26	74	可吸入颗粒物	Ⅱ	良	2005	5	26
兰州	2005-5-27	89	可吸入颗粒物	Ⅱ	良	2005	5	27
兰州	2005-5-28	73	可吸入颗粒物	Ⅱ	良	2005	5	28
兰州	2005-5-29	209	可吸入颗粒物	Ⅳ1	中度污染	2005	5	29
兰州	2005-5-30	140	可吸入颗粒物	Ⅲ1	轻微污染	2005	5	30
兰州	2005-5-31	96	可吸入颗粒物	Ⅱ	良	2005	5	31
兰州	2005-6-1	86	可吸入颗粒物	Ⅱ	良	2005	6	1
兰州	2005-6-2	101	可吸入颗粒物	Ⅲ1	轻微污染	2005	6	2
兰州	2005-6-3	84	可吸入颗粒物	Ⅱ	良	2005	6	3
兰州	2005-6-4	73	可吸入颗粒物	Ⅱ	良	2005	6	4
兰州	2005-6-5	96	可吸入颗粒物	Ⅱ	良	2005	6	5
兰州	2005-6-6	112	可吸入颗粒物	Ⅲ1	轻微污染	2005	6	6
兰州	2005-6-7	94	可吸入颗粒物	Ⅱ	良	2005	6	7
兰州	2005-6-8	65	可吸入颗粒物	Ⅱ	良	2005	6	8
兰州	2005-6-9	80	可吸入颗粒物	Ⅱ	良	2005	6	9
兰州	2005-6-10	86	可吸入颗粒物	Ⅱ	良	2005	6	10
兰州	2005-6-11	78	可吸入颗粒物	Ⅱ	良	2005	6	11
兰州	2005-6-12	84	可吸入颗粒物	Ⅱ	良	2005	6	12
兰州	2005-6-13	80	可吸入颗粒物	Ⅱ	良	2005	6	13
兰州	2005-6-14	79	可吸入颗粒物	Ⅱ	良	2005	6	14
兰州	2005-6-15	82	可吸入颗粒物	Ⅱ	良	2005	6	15
兰州	2005-6-16	72	可吸入颗粒物	Ⅱ	良	2005	6	16
兰州	2005-6-17	88	可吸入颗粒物	Ⅱ	良	2005	6	17
兰州	2005-6-18	81	可吸入颗粒物	Ⅱ	良	2005	6	18
兰州	2005-6-19	80	可吸入颗粒物	Ⅱ	良	2005	6	19
兰州	2005-6-20	85	可吸入颗粒物	Ⅱ	良	2005	6	20
兰州	2005-6-21	89	可吸入颗粒物	Ⅱ	良	2005	6	21
兰州	2005-6-22	88	可吸入颗粒物	Ⅱ	良	2005	6	22
兰州	2005-6-23	70	可吸入颗粒物	Ⅱ	良	2005	6	23
兰州	2005-6-24	65	可吸入颗粒物	Ⅱ	良	2005	6	24
兰州	2005-6-25	66	可吸入颗粒物	Ⅱ	良	2005	6	25
兰州	2005-6-26	88	可吸入颗粒物	Ⅱ	良	2005	6	26
兰州	2005-6-27	103	可吸入颗粒物	Ⅲ1	轻微污染	2005	6	27
兰州	2005-6-28	81	可吸入颗粒物	Ⅱ	良	2005	6	28
兰州	2005-6-29	82	可吸入颗粒物	Ⅱ	良	2005	6	29
兰州	2005-6-30	69	可吸入颗粒物	Ⅱ	良	2005	6	30
兰州	2005-7-1	51	可吸入颗粒物	Ⅱ	良	2005	7	1
兰州	2005-7-2	49	--	Ⅰ	优	2005	7	2
兰州	2005-7-3	73	可吸入颗粒物	Ⅱ	良	2005	7	3
兰州	2005-7-4	77	可吸入颗粒物	Ⅱ	良	2005	7	4
兰州	2005-7-5	81	可吸入颗粒物	Ⅱ	良	2005	7	5
兰州	2005-7-6	78	可吸入颗粒物	Ⅱ	良	2005	7	6
兰州	2005-7-7	70	可吸入颗粒物	Ⅱ	良	2005	7	7
兰州	2005-7-8	82	可吸入颗粒物	Ⅱ	良	2005	7	8
兰州	2005-7-9	78	可吸入颗粒物	Ⅱ	良	2005	7	9
兰州	2005-7-10	56	可吸入颗粒物	Ⅱ	良	2005	7	10
兰州	2005-7-11	82	可吸入颗粒物	Ⅱ	良	2005	7	11
兰州	2005-7-12	82	可吸入颗粒物	Ⅱ	良	2005	7	12
兰州	2005-7-13	85	可吸入颗粒物	Ⅱ	良	2005	7	13
兰州	2005-7-14	85	可吸入颗粒物	Ⅱ	良	2005	7	14
兰州	2005-7-15	92	可吸入颗粒物	Ⅱ	良	2005	7	15
兰州	2005-7-16	77	可吸入颗粒物	Ⅱ	良	2005	7	16
兰州	2005-7-17	70	可吸入颗粒物	Ⅱ	良	2005	7	17
兰州	2005-7-18	64	可吸入颗粒物	Ⅱ	良	2005	7	18
兰州	2005-7-19	99	可吸入颗粒物	Ⅱ	良	2005	7	19
兰州	2005-7-20	61	可吸入颗粒物	Ⅱ	良	2005	7	20
兰州	2005-7-21	54	可吸入颗粒物	Ⅱ	良	2005	7	21
兰州	2005-7-22	83	可吸入颗粒物	Ⅱ	良	2005	7	22
兰州	2005-7-23	88	可吸入颗粒物	Ⅱ	良	2005	7	23
兰州	2005-7-24	85	可吸入颗粒物	Ⅱ	良	2005	7	24
兰州	2005-7-25	70	可吸入颗粒物	Ⅱ	良	2005	7	25
兰州	2005-7-26	57	可吸入颗粒物	Ⅱ	良	2005	7	26
兰州	2005-7-27	63	可吸入颗粒物	Ⅱ	良	2005	7	27
兰州	2005-7-28	73	可吸入颗粒物	Ⅱ	良	2005	7	28
兰州	2005-7-29	60	可吸入颗粒物	Ⅱ	良	2005	7	29
兰州	2005-7-30	59	可吸入颗粒物	Ⅱ	良	2005	7	30
兰州	2005-7-31	68	可吸入颗粒物	Ⅱ	良	2005	7	31
兰州	2005-8-1	58	可吸入颗粒物	Ⅱ	良	2005	8	1
兰州	2005-8-2	59	可吸入颗粒物	Ⅱ	良	2005	8	2
兰州	2005-8-3	59	可吸入颗粒物	Ⅱ	良	2005	8	3
兰州	2005-8-4	68	可吸入颗粒物	Ⅱ	良	2005	8	4
兰州	2005-8-5	71	可吸入颗粒物	Ⅱ	良	2005	8	5
兰州	2005-8-6	38	--	Ⅰ	优	2005	8	6
兰州	2005-8-7	44	--	Ⅰ	优	2005	8	7
兰州	2005-8-8	47	--	Ⅰ	优	2005	8	8
兰州	2005-8-9	59	可吸入颗粒物	Ⅱ	良	2005	8	9
兰州	2005-8-10	57	可吸入颗粒物	Ⅱ	良	2005	8	10
兰州	2005-8-11	56	可吸入颗粒物	Ⅱ	良	2005	8	11
兰州	2005-8-12	59	可吸入颗粒物	Ⅱ	良	2005	8	12
兰州	2005-8-13	49	--	Ⅰ	优	2005	8	13
兰州	2005-8-14	52	可吸入颗粒物	Ⅱ	良	2005	8	14
兰州	2005-8-15	58	可吸入颗粒物	Ⅱ	良	2005	8	15
兰州	2005-8-16	38	--	Ⅰ	优	2005	8	16
兰州	2005-8-17	80	可吸入颗粒物	Ⅱ	良	2005	8	17
兰州	2005-8-18	53	可吸入颗粒物	Ⅱ	良	2005	8	18
兰州	2005-8-19	44	--	Ⅰ	优	2005	8	19
兰州	2005-8-20	53	可吸入颗粒物	Ⅱ	良	2005	8	20
兰州	2005-8-21	58	可吸入颗粒物	Ⅱ	良	2005	8	21
兰州	2005-8-22	66	可吸入颗粒物	Ⅱ	良	2005	8	22
兰州	2005-8-23	66	可吸入颗粒物	Ⅱ	良	2005	8	23
兰州	2005-8-24	83	可吸入颗粒物	Ⅱ	良	2005	8	24
兰州	2005-8-25	69	可吸入颗粒物	Ⅱ	良	2005	8	25
兰州	2005-8-26	82	可吸入颗粒物	Ⅱ	良	2005	8	26
兰州	2005-8-27	65	可吸入颗粒物	Ⅱ	良	2005	8	27
兰州	2005-8-28	51	可吸入颗粒物	Ⅱ	良	2005	8	28
兰州	2005-8-29	80	可吸入颗粒物	Ⅱ	良	2005	8	29
兰州	2005-8-30	64	可吸入颗粒物	Ⅱ	良	2005	8	30
兰州	2005-8-31	84	可吸入颗粒物	Ⅱ	良	2005	8	31
兰州	2005-9-1	90	可吸入颗粒物	Ⅱ	良	2005	9	1
兰州	2005-9-2	87	可吸入颗粒物	Ⅱ	良	2005	9	2
兰州	2005-9-3	73	可吸入颗粒物	Ⅱ	良	2005	9	3
兰州	2005-9-4	51	可吸入颗粒物	Ⅱ	良	2005	9	4
兰州	2005-9-5	82	可吸入颗粒物	Ⅱ	良	2005	9	5
兰州	2005-9-6	67	可吸入颗粒物	Ⅱ	良	2005	9	6
兰州	2005-9-7	60	可吸入颗粒物	Ⅱ	良	2005	9	7
兰州	2005-9-8	67	可吸入颗粒物	Ⅱ	良	2005	9	8
兰州	2005-9-9	96	可吸入颗粒物	Ⅱ	良	2005	9	9
兰州	2005-9-10	83	可吸入颗粒物	Ⅱ	良	2005	9	10
兰州	2005-9-11	82	可吸入颗粒物	Ⅱ	良	2005	9	11
兰州	2005-9-12	78	可吸入颗粒物	Ⅱ	良	2005	9	12
兰州	2005-9-13	53	可吸入颗粒物	Ⅱ	良	2005	9	13
兰州	2005-9-14	78	可吸入颗粒物	Ⅱ	良	2005	9	14
兰州	2005-9-15	87	可吸入颗粒物	Ⅱ	良	2005	9	15
兰州	2005-9-16	88	可吸入颗粒物	Ⅱ	良	2005	9	16
兰州	2005-9-17	96	可吸入颗粒物	Ⅱ	良	2005	9	17
兰州	2005-9-18	125	可吸入颗粒物	Ⅲ1	轻微污染	2005	9	18
兰州	2005-9-19	80	可吸入颗粒物	Ⅱ	良	2005	9	19
兰州	2005-9-20	27	--	Ⅰ	优	2005	9	20
兰州	2005-9-21	46	--	Ⅰ	优	2005	9	21
兰州	2005-9-22	84	可吸入颗粒物	Ⅱ	良	2005	9	22
兰州	2005-9-23	70	可吸入颗粒物	Ⅱ	良	2005	9	23
兰州	2005-9-24	69	可吸入颗粒物	Ⅱ	良	2005	9	24
兰州	2005-9-25	68	可吸入颗粒物	Ⅱ	良	2005	9	25
兰州	2005-9-26	70	可吸入颗粒物	Ⅱ	良	2005	9	26
兰州	2005-9-27	57	可吸入颗粒物	Ⅱ	良	2005	9	27
兰州	2005-9-28	56	可吸入颗粒物	Ⅱ	良	2005	9	28
兰州	2005-9-29	63	二氧化硫	Ⅱ	良	2005	9	29
兰州	2005-9-30	35	--	Ⅰ	优	2005	9	30
兰州	2005-10-1	73	可吸入颗粒物	Ⅱ	良	2005	10	1
兰州	2005-10-2	42	--	Ⅰ	优	2005	10	2
兰州	2005-10-3	71	可吸入颗粒物	Ⅱ	良	2005	10	3
兰州	2005-10-4	140	可吸入颗粒物	Ⅲ1	轻微污染	2005	10	4
兰州	2005-10-5	62	可吸入颗粒物	Ⅱ	良	2005	10	5
兰州	2005-10-6	60	可吸入颗粒物	Ⅱ	良	2005	10	6
兰州	2005-10-7	58	可吸入颗粒物	Ⅱ	良	2005	10	7
兰州	2005-10-8	72	可吸入颗粒物	Ⅱ	良	2005	10	8
兰州	2005-10-9	89	可吸入颗粒物	Ⅱ	良	2005	10	9
兰州	2005-10-10	63	可吸入颗粒物	Ⅱ	良	2005	10	10
兰州	2005-10-11	68	可吸入颗粒物	Ⅱ	良	2005	10	11
兰州	2005-10-12	108	可吸入颗粒物	Ⅲ1	轻微污染	2005	10	12
兰州	2005-10-13	56	二氧化硫	Ⅱ	良	2005	10	13
兰州	2005-10-14	56	可吸入颗粒物	Ⅱ	良	2005	10	14
兰州	2005-10-15	97	可吸入颗粒物	Ⅱ	良	2005	10	15
兰州	2005-10-16	112	可吸入颗粒物	Ⅲ1	轻微污染	2005	10	16
兰州	2005-10-17	115	可吸入颗粒物	Ⅲ1	轻微污染	2005	10	17
兰州	2005-10-18	84	可吸入颗粒物	Ⅱ	良	2005	10	18
兰州	2005-10-19	116	可吸入颗粒物	Ⅲ1	轻微污染	2005	10	19
兰州	2005-10-20	72	可吸入颗粒物	Ⅱ	良	2005	10	20
兰州	2005-10-21	93	可吸入颗粒物	Ⅱ	良	2005	10	21
兰州	2005-10-22	116	可吸入颗粒物	Ⅲ1	轻微污染	2005	10	22
兰州	2005-10-23	86	可吸入颗粒物	Ⅱ	良	2005	10	23
兰州	2005-10-24	142	可吸入颗粒物	Ⅲ1	轻微污染	2005	10	24
兰州	2005-10-25	109	可吸入颗粒物	Ⅲ1	轻微污染	2005	10	25
兰州	2005-10-26	62	可吸入颗粒物	Ⅱ	良	2005	10	26
兰州	2005-10-27	59	可吸入颗粒物	Ⅱ	良	2005	10	27
兰州	2005-10-28	81	可吸入颗粒物	Ⅱ	良	2005	10	28
兰州	2005-10-29	91	可吸入颗粒物	Ⅱ	良	2005	10	29
兰州	2005-10-30	152	可吸入颗粒物	Ⅲ2	轻度污染	2005	10	30
兰州	2005-10-31	142	可吸入颗粒物	Ⅲ1	轻微污染	2005	10	31
兰州	2005-11-1	162	可吸入颗粒物	Ⅲ2	轻度污染	2005	11	1
兰州	2005-11-2	130	可吸入颗粒物	Ⅲ1	轻微污染	2005	11	2
兰州	2005-11-3	144	可吸入颗粒物	Ⅲ1	轻微污染	2005	11	3
兰州	2005-11-4	130	可吸入颗粒物	Ⅲ1	轻微污染	2005	11	4
兰州	2005-11-5	115	可吸入颗粒物	Ⅲ1	轻微污染	2005	11	5
兰州	2005-11-6	90	可吸入颗粒物	Ⅱ	良	2005	11	6
兰州	2005-11-7	136	可吸入颗粒物	Ⅲ1	轻微污染	2005	11	7
兰州	2005-11-8	158	可吸入颗粒物	Ⅲ2	轻度污染	2005	11	8
兰州	2005-11-9	136	可吸入颗粒物	Ⅲ1	轻微污染	2005	11	9
兰州	2005-11-10	121	可吸入颗粒物	Ⅲ1	轻微污染	2005	11	10
兰州	2005-11-11	151	可吸入颗粒物	Ⅲ2	轻度污染	2005	11	11
兰州	2005-11-12	166	可吸入颗粒物	Ⅲ2	轻度污染	2005	11	12
兰州	2005-11-13	85	可吸入颗粒物	Ⅱ	良	2005	11	13
兰州	2005-11-14	89	可吸入颗粒物	Ⅱ	良	2005	11	14
兰州	2005-11-15	164	可吸入颗粒物	Ⅲ2	轻度污染	2005	11	15
兰州	2005-11-16	126	可吸入颗粒物	Ⅲ1	轻微污染	2005	11	16
兰州	2005-11-17	123	可吸入颗粒物	Ⅲ1	轻微污染	2005	11	17
兰州	2005-11-18	53	可吸入颗粒物	Ⅱ	良	2005	11	18
兰州	2005-11-19	119	可吸入颗粒物	Ⅲ1	轻微污染	2005	11	19
兰州	2005-11-20	200	可吸入颗粒物	Ⅲ2	轻度污染	2005	11	20
兰州	2005-11-21	98	可吸入颗粒物	Ⅱ	良	2005	11	21
兰州	2005-11-22	65	二氧化硫	Ⅱ	良	2005	11	22
兰州	2005-11-23	112	可吸入颗粒物	Ⅲ1	轻微污染	2005	11	23
兰州	2005-11-24	176	可吸入颗粒物	Ⅲ2	轻度污染	2005	11	24
兰州	2005-11-25	480	可吸入颗粒物	Ⅴ	重污染	2005	11	25
兰州	2005-11-26	500	可吸入颗粒物	Ⅴ	重污染	2005	11	26
兰州	2005-11-27	472	可吸入颗粒物	Ⅴ	重污染	2005	11	27
兰州	2005-11-28	64	二氧化硫	Ⅱ	良	2005	11	28
兰州	2005-11-29	137	可吸入颗粒物	Ⅲ1	轻微污染	2005	11	29
兰州	2005-11-30	195	可吸入颗粒物	Ⅲ2	轻度污染	2005	11	30
兰州	2005-12-1	142	可吸入颗粒物	Ⅲ1	轻微污染	2005	12	1
兰州	2005-12-2	152	可吸入颗粒物	Ⅲ2	轻度污染	2005	12	2
兰州	2005-12-3	89	可吸入颗粒物	Ⅱ	良	2005	12	3
兰州	2005-12-4	72	可吸入颗粒物	Ⅱ	良	2005	12	4
兰州	2005-12-5	90	可吸入颗粒物	Ⅱ	良	2005	12	5
兰州	2005-12-6	192	可吸入颗粒物	Ⅲ2	轻度污染	2005	12	6
兰州	2005-12-7	200	可吸入颗粒物	Ⅲ2	轻度污染	2005	12	7
兰州	2005-12-8	398	可吸入颗粒物	Ⅴ	重污染	2005	12	8
兰州	2005-12-9	500	可吸入颗粒物	Ⅴ	重污染	2005	12	9
兰州	2005-12-10	95	可吸入颗粒物	Ⅱ	良	2005	12	10
兰州	2005-12-11	62	可吸入颗粒物	Ⅱ	良	2005	12	11
兰州	2005-12-12	93	可吸入颗粒物	Ⅱ	良	2005	12	12
兰州	2005-12-13	82	可吸入颗粒物	Ⅱ	良	2005	12	13
兰州	2005-12-14	71	可吸入颗粒物	Ⅱ	良	2005	12	14
兰州	2005-12-15	132	可吸入颗粒物	Ⅲ1	轻微污染	2005	12	15
兰州	2005-12-16	240	可吸入颗粒物	Ⅳ1	中度污染	2005	12	16
兰州	2005-12-17	140	可吸入颗粒物	Ⅲ1	轻微污染	2005	12	17
兰州	2005-12-18	268	可吸入颗粒物	Ⅳ2	中度重污染	2005	12	18
兰州	2005-12-19	462	可吸入颗粒物	Ⅴ	重污染	2005	12	19
兰州	2005-12-20	180	可吸入颗粒物	Ⅲ2	轻度污染	2005	12	20
兰州	2005-12-21	76	可吸入颗粒物	Ⅱ	良	2005	12	21
兰州	2005-12-22	170	可吸入颗粒物	Ⅲ2	轻度污染	2005	12	22
兰州	2005-12-23	318	可吸入颗粒物	Ⅴ	重污染	2005	12	23
兰州	2005-12-24	296	可吸入颗粒物	Ⅳ2	中度重污染	2005	12	24
兰州	2005-12-25	252	可吸入颗粒物	Ⅳ2	中度重污染	2005	12	25
兰州	2005-12-26	323	可吸入颗粒物	Ⅴ	重污染	2005	12	26
兰州	2005-12-27	189	可吸入颗粒物	Ⅲ2	轻度污染	2005	12	27
